Normalizing data...
Randomizing order of the data...
Creating Neural Network (13, 7, 3)
Current weights set to:
-0.0866939, 0.0936094, -0.0940489, 0.019657, 0.0949644, -0.0861507, -0.0593554, 0.0562426, 0.0823725, -0.0972655, -0.00708945, 0.0258889, 0.0445112, 0.0518845, 0.092291, -0.073217, 0.0263894, 0.00761437, 0.0557421, -0.0598437, 0.0879391, 0.0793085, -0.0123081, -0.0447981, 0.0542344, 0.0136998, 0.0819758, -0.011832, -0.0167211, 0.0165319, 0.0820368, 0.0267922, -0.04232, 0.00263985, 0.0555528, -0.0686026, -0.0937193, -0.0441267, 0.0397748, -0.0760796, 0.0622486, -0.0200415, 0.0138401, 0.095996, -0.0363445, -0.0783013, -0.0457869, 0.0674856, 0.00293893, -0.0523423, 0.0296976, 0.0266701, 0.0313944, -0.0444075, 0.0920225, 0.0832759, 0.0250343, 0.00193182, -0.0815241, -0.0343547, -0.081988, 0.0265053, -0.03726, -0.00661946, 0.00987274, 0.0557848, 0.0700858, -0.0434858, 0.0528733, -0.0340922, -0.0866268, 0.0326456, 0.0256447, -0.0133091, 0.00597247, -0.0268166, 0.0994324, 0.0279519, 0.0478561, 0.0900143, 0.00315256, 0.00927458, 0.0611988, 0.0737541, 0.0935362, 0.074633, 0.0716239, -0.0250404, -0.0634022, 0.0729362, -0.00854823, -0.0205725, -0.0933042, -0.0140721, 0.0611255, -0.0910886, 0.00939055, 0.0845332, -0.0949156, 0.0784539, 0.0343913, 0.0949828, -0.0416303, 0.0416364, 0.0448775, -0.0439924, -0.0798639, 0.054973, -0.0906919, 0.0482284, -0.00955535, -0.00735191, 0.082165, 0.0770867, -0.053618, -0.057036, -0.0603442, 0.0905637, 0.0140477, 0.0176244, 0.0768853, 0.012888, -0.0076632, 0.00516068, 0.0724479, -0.024485, -0.0149632, -0.000204474, -0.0730155, 0.0266213, -0.00268868, 0.036906, 0.081756, -0.0996338, -0.0470687,


Starting training using GA on Wine Data Set
Press enter to start the training.

0,127.955,0.331461,37627
1,126.613,0.286517,38629
2,123.312,0.370787,38129
3,122.019,0.404494,38129
4,120.578,0.404494,38129
5,118.485,0.398876,38128
6,117.861,0.398876,38630
7,116.869,0.337079,38128
8,116.629,0.331461,38129
9,114.489,0.353933,38129
10,114.489,0.353933,38130
11,113.92,0.38764,38631
12,112.921,0.5,38631
13,112.921,0.5,38128
14,111.118,0.38764,38128
15,110.211,0.398876,38127
16,109.033,0.567416,37628
17,108.173,0.567416,38128
18,107.769,0.370787,38631
19,106.137,0.685393,38129
20,106.137,0.685393,38128
21,102.175,0.764045,40134
22,102.175,0.764045,40136
23,99.4712,0.719101,40135
24,99.4712,0.719101,40135
25,99.4552,0.921348,38630
26,97.4571,0.674157,38130
27,92.231,0.926966,38630
28,88.9066,0.94382,37627
29,88.9066,0.94382,37626
30,88.8262,0.735955,39634
31,87.9046,0.741573,40134
32,83.6043,0.910112,37628
33,82.1961,0.94382,39130
34,79.3463,0.814607,40137
35,75.1,0.960674,38129
36,74.104,0.932584,38628
37,71.0947,0.910112,38128
38,71.0947,0.910112,40637
39,71.0947,0.910112,38631
40,69.0593,0.966292,38630
41,69.0593,0.966292,38128
42,67.7655,0.938202,38128
43,64.9886,0.932584,38128
44,64.4259,0.938202,37627
45,63.3617,0.966292,38128
46,61.0509,0.949438,38630
47,58.3211,0.977528,38630
48,58.3211,0.977528,38129
49,57.5134,0.955056,38630
50,57.0282,0.910112,38630
51,53.9366,0.97191,38630
52,53.9366,0.97191,38630
53,52.3809,0.977528,37628
54,49.5612,0.97191,38130
55,49.2725,0.94382,38129
56,48.8239,0.949438,38128
57,46.5295,0.97191,38128
58,45.0451,0.977528,38129
59,45.0451,0.977528,38631
60,44.1243,0.955056,37627
61,42.6451,0.977528,38129
62,40.5246,0.97191,40136
63,40.3649,0.977528,38630
64,37.6493,0.977528,37626
65,36.9196,0.966292,41640
66,35.5635,0.983146,38630
67,35.5635,0.983146,38630
68,34.5351,0.983146,41139
69,32.8304,0.983146,38130
70,30.3666,0.97191,38129
71,30.3666,0.97191,38129
72,30.3666,0.97191,38630
73,30.0099,0.977528,38129
74,28.5212,0.97191,40638
75,27.9412,0.988764,38129
76,26.2561,0.983146,38128
77,26.2561,0.983146,40637
78,26.2561,0.983146,40136
79,25.0174,0.983146,37627
80,25.0174,0.983146,38128
81,24.1644,0.966292,40639
82,24.1644,0.966292,38629
83,24.1644,0.966292,37625
84,22.6624,0.977528,38631
85,22.1116,0.983146,38631
86,21.5818,0.977528,38631
87,20.9987,0.977528,38129
88,20.9987,0.977528,37628
89,18.2314,0.977528,38630
90,18.2314,0.977528,38127
91,17.6607,0.983146,38632
92,17.6607,0.983146,38628
93,17.2779,0.983146,38631
94,17.2779,0.983146,37627
95,17.2779,0.983146,38128
96,14.9741,0.983146,37627
97,14.6766,0.983146,39634
98,14.2334,0.983146,38629
99,13.9766,0.983146,42142
100,13.4707,0.983146,38631
101,13.0455,0.983146,39636
102,12.6812,0.983146,40636
103,12.6812,0.983146,41141
104,11.9729,0.988764,39630
105,11.8652,0.983146,38630
106,11.2255,0.988764,39133
107,11.0709,0.994382,38629
108,10.724,0.988764,38129
109,9.87454,0.988764,38128
110,9.76314,0.988764,40636
111,9.76314,0.988764,41139
112,9.76314,0.988764,41139
113,9.5872,0.994382,37627
114,8.75229,0.988764,38629
115,8.75229,0.988764,39634
116,8.75229,0.988764,38129
117,8.75229,0.988764,38630
118,8.58892,0.988764,38128
119,8.0272,1,41640
120,8.0272,1,38128
121,7.92714,0.988764,38129
122,7.56639,0.994382,38632
123,7.2685,1,39131
124,7.2685,1,40639
125,6.88161,0.994382,38630
126,6.88161,0.994382,41640
127,6.88161,0.994382,39133
128,6.77635,1,39132
129,6.62191,1,42142
130,6.42028,1,39634
131,6.33412,0.988764,37626
132,6.30788,0.994382,38630
133,6.16379,1,38631
134,5.62564,1,38128
135,5.62564,1,42140
136,5.45175,1,40637
137,5.45175,1,39131
138,5.45175,1,39131
139,5.45175,1,41138
140,5.13243,0.994382,41640
141,5.12378,0.994382,38630
142,4.82373,0.994382,38129
143,4.53393,0.994382,38631
144,4.53393,0.994382,40637
145,4.53393,0.994382,39132
146,4.28713,0.994382,38128
147,4.28713,0.994382,38129
148,4.28713,0.994382,38129
149,4.23167,0.988764,38631
150,4.01861,0.994382,38630
151,4.01861,0.994382,38631
152,4.01861,0.994382,37629
153,4.01861,0.994382,38630
154,3.69366,1,38629
155,3.69366,1,39131
156,3.69366,1,44149
157,3.50921,0.994382,44651
158,3.50921,0.994382,43145
159,3.43813,1,50670
160,3.16632,1,40639
161,3.16632,1,43647
162,3.1098,1,39131
163,2.98014,1,37625
164,2.82527,1,38128
165,2.75603,1,38630
166,2.75603,1,38130
167,2.62137,1,38127
168,2.62137,1,38129
169,2.59486,1,39132
170,2.57034,1,40135
171,2.50532,1,39131
172,2.45448,1,42142
173,2.28424,1,48664
174,2.28424,1,43146
175,2.28424,1,51174
176,2.13534,1,39634
177,2.13534,1,38128
178,2.13534,1,38128
179,2.05414,1,38129
180,2.05414,1,38128
181,2.05414,1,41139
182,2.01458,1,42645
183,1.98293,1,47157
184,1.98293,1,38129
185,1.91915,1,38129
186,1.86185,1,38129
187,1.65021,1,38128
188,1.62832,1,38630
189,1.62832,1,38127
190,1.61754,1,38131
191,1.54952,1,37625
192,1.51918,1,38631
193,1.44191,1,38128
194,1.44191,1,38129
195,1.34923,1,42142
196,1.30066,1,40638
